ReceiptID,WarehouseID,OrderID,TenderID,SupplierID,ReceiptDate,Level1Category,Level2Category,Level3Category,ItemCode,Remarks,UnitOfMeasure,ShapeCode,SourceCode,BatchNo,PackSize,OnHold,IsStop,ExpiryDate,PaletteID,Locator,QtyOnHand,QtyReserved,QtyAvailable,UnitCost,QtyOnHold,SalesUnit,TotalSales,PackageType,QtyPerPalette,Length_cm,Width_cm,Height_cm,Volume_cm3,TotalPallets,Weight_kg,SupplierName,SupplierAddress,Manufacturer,SupplierContact,SuppliedDate,WarehouseLocation,ProcurementFee,LPO_Number
RCPT-002533,WH-C,ORD-002533,TDR-3072,SUP-841,2024-04-30,Laboratory,Specimen Containers,Urine,MED-URI-9135,Priority,Pack,RECT,DONATION,BATCH-28634,27,True,False,2025-01-07,PAL-278,LOC-A24,118,16,95,401.8,7,Box,55502.31,Cardboard,20,150,68,14,142800,1,25.82,Parker-Moore,"3799 Grimes Ranch, Douglaschester, MP 45554",Rogers-Haynes,001-244-664-4789x2329,2024-04-29,Cold Storage,488.25,LPO-002533
RCPT-002534,WH-B,ORD-002534,TDR-9780,SUP-878,2024-01-25,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-4745,Fragile,Pack,CYL,DONATION,BATCH-16861,84,True,True,2025-02-05,PAL-248,LOC-B19,426,87,302,138.85,37,Piece,64567.83,Wooden,52,157,23,40,144440,12,18.36,Ruiz-Long,"3683 Berry Orchard Suite 706, West Adam, VT 62248",Ramos PLC,(860)834-3573x0076,2024-01-19,Dispatch,189.64,LPO-002534
RCPT-002535,WH-C,ORD-002535,TDR-6623,SUP-822,2025-07-05,Medical Equipment,Diagnostic,Thermometer,MED-THE-8276,Priority,Pack,CYL,IMPORT,BATCH-96044,4,False,True,2027-08-07,PAL-857,LOC-A17,922,190,591,124.62,141,Piece,134561.79,Plastic,88,169,52,47,413036,14,37.87,Bennett-Pineda,"5700 Arellano Run Suite 521, Averystad, FM 26480","Parker, Soto and Brooks",469-638-7630x9356,2025-06-29,Main,71.08,LPO-002535
RCPT-002536,WH-B,ORD-002536,TDR-6000,SUP-709,2025-09-16,Laboratory,Specimen Containers,Stool,MED-STO-5916,Fragile,Box,CYL,LOCAL,BATCH-32468,4,False,False,2027-10-04,PAL-305,LOC-B49,371,71,229,109.79,71,Carton,33756.0,Cardboard,100,93,81,50,376650,6,33.52,Johnson-Soto,"5634 Mcpherson Shores Apt. 002, Yatesville, FM 82279","Kramer, Greene and Matthews",316-381-6572,2025-09-10,Cold Storage,288.6,LPO-002536
RCPT-002537,WH-A,ORD-002537,TDR-2624,SUP-975,2024-07-04,Medical Equipment,Diagnostic,Thermometer,MED-THE-4375,,Box,IRR,DONATION,BATCH-67763,25,True,False,2025-04-20,PAL-426,LOC-A26,400,51,311,156.4,38,Piece,54735.32,Plastic,35,183,41,47,352641,11,11.76,White-Lambert,"46280 Stephanie Mission Suite 877, Bondmouth, KY 12767","Nelson, Shaw and Powers",(670)255-7620x0541,2024-06-27,Dispatch,367.56,LPO-002537
RCPT-002538,WH-A,ORD-002538,TDR-3142,SUP-471,2025-07-07,Consumables,Gloves,Vinyl,MED-VIN-4867,Fragile,Vial,SQR,IMPORT,BATCH-95921,36,False,True,2027-08-02,PAL-777,LOC-B8,577,140,324,497.6,113,Box,332389.56,Cardboard,50,118,80,19,179360,20,46.77,"Burns, Tyler and Suarez","469 Schneider Cove, Georgeside, SD 47840","Hall, Brown and Crane",001-607-312-2030x1109,2025-07-05,Main,265.89,LPO-002538
RCPT-002539,WH-B,ORD-002539,TDR-6542,SUP-717,2024-07-10,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-1916,Fragile,Box,IRR,IMPORT,BATCH-53515,6,False,False,2026-02-20,PAL-877,LOC-A30,538,35,438,368.04,65,Carton,203123.1,Wooden,99,165,81,24,320760,14,29.13,Ray-Mills,"PSC 3356, Box 9245, APO AE 38510",Serrano Ltd,(260)647-1618,2024-07-07,Main,489.54,LPO-002539
RCPT-002540,WH-A,ORD-002540,TDR-2193,SUP-631,2024-12-30,Consumables,Gloves,Nitrile,MED-NIT-4398,Fragile,Bottle,RECT,DONATION,BATCH-40655,87,False,False,2026-01-24,PAL-119,LOC-B47,670,64,547,18.45,59,Carton,12203.89,Plastic,60,123,80,26,255840,2,4.79,Gonzalez Group,"502 Antonio Roads Suite 194, Rollinston, RI 09952",Warner-Kelly,935.342.3501x92032,2024-12-23,Quarantine,187.42,LPO-002540
RCPT-002541,WH-C,ORD-002541,TDR-5332,SUP-288,2024-11-13,Laboratory,Test Kits,COVID-19,MED-COV-3317,Urgent,Piece,IRR,LOCAL,BATCH-59807,2,True,True,2026-08-13,PAL-813,LOC-C40,427,102,319,312.65,6,Carton,153414.19,Cardboard,90,152,21,17,54264,12,16.47,"Parker, Hayes and Spencer","45160 Kirby Branch, Jennaton, MA 24025",Day-Parker,001-215-782-6902,2024-11-07,Quarantine,314.64,LPO-002541
RCPT-002542,WH-C,ORD-002542,TDR-2984,SUP-272,2025-10-22,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-4979,Priority,Box,CYL,LOCAL,BATCH-51787,46,False,True,2027-04-15,PAL-257,LOC-A30,126,11,92,294.52,23,Carton,44024.13,Wooden,89,101,43,41,178063,14,32.55,Salas PLC,"8862 Daniels Way Apt. 131, Lake Robertmouth, PA 72758",Moore-King,001-860-960-1030x94210,2025-10-19,Cold Storage,286.32,LPO-002542
RCPT-002543,WH-A,ORD-002543,TDR-6977,SUP-131,2025-06-07,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-2258,Fragile,Box,IRR,DONATION,BATCH-45829,56,False,False,2026-10-28,PAL-558,LOC-A29,532,10,509,136.83,13,Box,72296.61,Cardboard,10,72,68,15,73440,11,22.97,"Wilson, Crosby and Robinson","4715 Morris Garden, West Christineside, WI 57253",Wilson-Lin,493-827-1994x82542,2025-06-04,Cold Storage,222.11,LPO-002543
RCPT-002544,WH-C,ORD-002544,TDR-9165,SUP-773,2025-03-19,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-3116,Priority,Vial,IRR,LOCAL,BATCH-65602,63,False,False,2025-11-07,PAL-376,LOC-B1,803,70,674,108.85,59,Piece,99979.74,Wooden,99,170,48,49,399840,8,5.27,"Lewis, Andrews and Cannon","91537 Harris Valley Apt. 523, New Stevenside, MD 79450","Davila, Butler and Madden",331.498.2632,2025-03-14,Cold Storage,232.22,LPO-002544
RCPT-002545,WH-A,ORD-002545,TDR-8978,SUP-545,2025-07-24,Consumables,Masks,Surgical,MED-SUR-3451,Fragile,Box,IRR,LOCAL,BATCH-68942,67,True,False,2027-12-31,PAL-252,LOC-B10,285,76,154,149.02,55,Carton,41341.79,Cardboard,72,152,53,22,177232,13,36.19,Mccarthy Group,"67179 Bond Junction Apt. 775, West James, VA 64153",Flowers-Yang,001-341-672-6022x424,2025-07-17,Quarantine,324.51,LPO-002545
RCPT-002546,WH-B,ORD-002546,TDR-5267,SUP-378,2024-03-22,Laboratory,Reagents,Biochemical,MED-BIO-1563,Fragile,Box,IRR,LOCAL,BATCH-26186,10,False,False,2026-10-03,PAL-609,LOC-C12,678,114,475,182.16,89,Box,104788.74,Cardboard,86,77,60,16,73920,5,35.11,Smith Group,"5300 Wilson Field, Lake Ashley, WV 32842","White, Davis and Long",945-913-5520,2024-03-21,Main,195.45,LPO-002546
RCPT-002547,WH-C,ORD-002547,TDR-8225,SUP-417,2024-06-26,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-8444,Fragile,Pack,CYL,LOCAL,BATCH-45178,37,True,False,2025-08-27,PAL-669,LOC-B48,391,14,344,163.86,33,Box,72338.91,Cardboard,69,193,43,44,365156,13,43.55,"Holmes, Suarez and Graves","983 Michael Keys Apt. 386, Lake Ashley, NV 22958","Rivera, Johnston and White",681.437.0206x928,2024-06-20,Dispatch,162.13,LPO-002547
RCPT-002548,WH-B,ORD-002548,TDR-4960,SUP-425,2025-12-01,Pharmaceuticals,Vaccines,Influenza,MED-INF-2583,Urgent,Box,SQR,LOCAL,BATCH-60603,44,False,False,2027-11-23,PAL-459,LOC-B34,807,210,595,61.67,2,Piece,50833.59,Plastic,59,178,78,47,652548,10,48.37,Reynolds-Ramirez,"USS Mathews, FPO AE 47328","Gutierrez, Foster and Tucker",834-807-7885,2025-11-26,Main,57.95,LPO-002548
RCPT-002549,WH-A,ORD-002549,TDR-8723,SUP-707,2024-05-04,Consumables,Gloves,Nitrile,MED-NIT-3682,Urgent,Box,RECT,DONATION,BATCH-74728,10,False,True,2026-02-10,PAL-207,LOC-A47,654,46,530,442.57,78,Box,321781.02,Plastic,53,99,26,23,59202,11,8.9,Dickson-Deleon,"2394 Wolfe Overpass, South Ashley, IL 55534","Myers, Suarez and Decker",001-660-577-3238x307,2024-04-28,Cold Storage,253.88,LPO-002549
RCPT-002550,WH-B,ORD-002550,TDR-2483,SUP-888,2025-07-13,Laboratory,Reagents,Biochemical,MED-BIO-1395,Urgent,Box,RECT,IMPORT,BATCH-87058,91,True,False,2026-07-17,PAL-543,LOC-C3,481,18,417,312.54,46,Carton,178093.41,Plastic,43,164,66,13,140712,12,43.4,Hernandez-Garza,"71151 Kim Roads, Lake Danielle, CT 09347","Wong, King and White",884.755.2681x24208,2025-07-08,Quarantine,445.28,LPO-002550
RCPT-002551,WH-A,ORD-002551,TDR-6667,SUP-612,2025-02-06,Laboratory,Reagents,Immunology,MED-IMM-2376,Fragile,Pack,SQR,DONATION,BATCH-36562,98,False,False,2026-01-11,PAL-276,LOC-A3,413,7,375,65.75,31,Carton,24329.52,Wooden,38,102,28,48,137088,10,43.88,Harris Group,"87816 Seth Fall Suite 623, Davidhaven, MS 05916","Harris, Ward and Smith",468-357-7466x16552,2025-02-05,Quarantine,69.25,LPO-002551
RCPT-002552,WH-B,ORD-002552,TDR-7595,SUP-870,2024-06-24,Laboratory,Test Kits,HIV,MED-HIV-7096,Priority,Vial,IRR,LOCAL,BATCH-78087,51,True,True,2026-07-06,PAL-904,LOC-C9,366,69,279,462.06,18,Carton,157798.4,Cardboard,66,115,37,39,165945,11,27.34,Obrien Ltd,"0249 Tyler Shore Apt. 598, Michelleburgh, GA 26484","Peterson, Vazquez and Vance",(278)955-3574,2024-06-17,Cold Storage,457.74,LPO-002552
RCPT-002553,WH-B,ORD-002553,TDR-9189,SUP-216,2025-02-18,Pharmaceuticals,Antivirals,Acyclovir,MED-ACY-3559,Urgent,Box,IRR,LOCAL,BATCH-66084,42,True,True,2026-04-27,PAL-598,LOC-B24,764,45,603,50.45,116,Piece,33256.78,Wooden,58,113,61,34,234362,19,46.08,Larson-Wong,"02812 Barbara Flat, Ryanland, WV 17952",Webb-Smith,001-868-865-3990,2025-02-11,Quarantine,149.31,LPO-002553
RCPT-002554,WH-C,ORD-002554,TDR-9098,SUP-525,2024-12-31,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-1814,Fragile,Pack,CYL,LOCAL,BATCH-42103,61,True,False,2027-10-03,PAL-597,LOC-A5,374,53,307,217.61,14,Carton,77470.46,Cardboard,62,51,57,40,116280,8,25.33,"Estes, Diaz and Duran","6429 Casey Plains, Garytown, OK 40921",Brown-Long,259-749-0284x1050,2024-12-29,Quarantine,399.35,LPO-002554
RCPT-002555,WH-C,ORD-002555,TDR-7299,SUP-933,2024-01-04,Medical Equipment,Monitoring,Glucometer,MED-GLU-4811,Refrigerated,Bottle,CYL,IMPORT,BATCH-27280,31,False,True,2026-11-17,PAL-521,LOC-C48,211,31,177,414.45,3,Piece,72798.43,Wooden,72,113,75,17,144075,5,43.51,Daniel LLC,"18244 Chelsey Bridge Apt. 833, Port Amy, UT 21326",Fields Inc,+1-695-343-8160x62102,2023-12-30,Main,470.79,LPO-002555
RCPT-002556,WH-C,ORD-002556,TDR-3183,SUP-492,2024-08-12,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-9487,Priority,Piece,RECT,LOCAL,BATCH-13815,87,True,True,2026-12-28,PAL-276,LOC-A30,407,33,334,497.5,40,Carton,215917.33,Cardboard,16,186,57,14,148428,3,31.81,"Lynch, Barton and Guerrero","7267 Kimberly Walks, Port Dawn, NH 37847","Ferguson, Scott and Jackson",(558)811-4960,2024-08-08,Main,125.32,LPO-002556
RCPT-002557,WH-A,ORD-002557,TDR-6860,SUP-856,2025-02-10,Medical Equipment,Monitoring,Glucometer,MED-GLU-2513,Urgent,Box,CYL,DONATION,BATCH-40061,13,False,True,2026-12-18,PAL-102,LOC-B25,852,55,740,250.78,57,Carton,172714.6,Plastic,45,89,27,10,24030,17,13.29,Ross-Fowler,"2305 Jennifer Mission, Christopherland, AS 01659","Boyd, Velez and Case",(275)522-6779x4241,2025-02-04,Quarantine,313.8,LPO-002557
RCPT-002558,WH-B,ORD-002558,TDR-2097,SUP-324,2024-07-19,Laboratory,Reagents,Hematology,MED-HEM-2620,Urgent,Piece,CYL,IMPORT,BATCH-77435,3,False,False,2026-04-09,PAL-783,LOC-C35,938,222,536,48.47,180,Box,36460.16,Cardboard,67,183,32,43,251808,13,9.62,Phillips Group,"268 Scott Lodge, Port Shelley, CA 66910","King, Smith and Hughes",392.838.1312,2024-07-17,Quarantine,165.87,LPO-002558
RCPT-002559,WH-C,ORD-002559,TDR-7183,SUP-261,2024-05-24,Medical Equipment,Monitoring,Glucometer,MED-GLU-8188,Priority,Pack,RECT,DONATION,BATCH-78484,51,False,True,2025-02-19,PAL-570,LOC-B15,637,79,483,261.29,75,Piece,177935.76,Cardboard,64,37,60,50,111000,19,17.0,Howard-Holmes,"45178 Trevino Valley Suite 748, North Barbaraside, MT 48648","Francis, Hobbs and Valdez",424.604.0382,2024-05-23,Cold Storage,477.93,LPO-002559
RCPT-002560,WH-B,ORD-002560,TDR-2442,SUP-997,2024-04-01,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-6426,Priority,Piece,RECT,IMPORT,BATCH-18461,99,True,False,2025-07-18,PAL-530,LOC-B17,150,34,99,196.06,17,Box,30235.13,Plastic,49,192,44,21,177408,10,16.07,"Clarke, Mclaughlin and Bennett","79433 Carlson Meadow, North Andrewhaven, NJ 40121",Bradford-Jones,001-229-617-8152x3167,2024-03-28,Dispatch,112.89,LPO-002560
RCPT-002561,WH-A,ORD-002561,TDR-5160,SUP-695,2024-08-04,Consumables,Masks,Surgical,MED-SUR-8345,,Piece,RECT,LOCAL,BATCH-37006,9,False,True,2026-10-07,PAL-948,LOC-A25,74,20,49,332.51,5,Box,26057.39,Cardboard,82,131,84,40,440160,9,38.23,Ballard-Nicholson,"9461 Natalie Mill Apt. 682, South Russell, NY 50998",Thornton and Sons,+1-941-807-1850x797,2024-07-28,Main,482.4,LPO-002561
RCPT-002562,WH-B,ORD-002562,TDR-2353,SUP-971,2025-12-21,Laboratory,Test Kits,Malaria,MED-MAL-9320,Priority,Pack,SQR,DONATION,BATCH-94491,81,False,False,2028-01-01,PAL-796,LOC-A35,350,2,309,489.91,39,Carton,153849.82,Plastic,28,32,26,38,31616,4,25.05,Johnson-Randall,"PSC 0377, Box 0476, APO AE 69370",Miller-Rodriguez,(437)613-7330,2025-12-17,Dispatch,447.8,LPO-002562
RCPT-002563,WH-B,ORD-002563,TDR-4316,SUP-263,2025-03-17,Consumables,Syringes,1ml,MED-1ML-1072,Priority,Box,RECT,IMPORT,BATCH-94486,35,True,True,2027-12-15,PAL-922,LOC-C27,834,176,610,294.45,48,Piece,239798.96,Wooden,36,178,30,14,74760,18,9.39,"Hernandez, Coleman and Beard","1794 Singh Wells Suite 322, Butlerton, NY 34868",Vaughn PLC,(709)378-0258,2025-03-14,Dispatch,376.63,LPO-002563
RCPT-002564,WH-B,ORD-002564,TDR-9766,SUP-839,2025-03-19,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-3016,,Box,IRR,LOCAL,BATCH-74838,95,False,False,2027-11-22,PAL-927,LOC-B47,266,16,211,242.58,39,Box,71144.99,Plastic,19,93,22,48,98208,16,7.77,Ramirez-Hardin,"263 Dawson Motorway, Jesusfurt, NM 39629","Crane, Fitzpatrick and Leon",001-521-963-9549x436,2025-03-12,Quarantine,440.42,LPO-002564
RCPT-002565,WH-C,ORD-002565,TDR-6143,SUP-580,2024-12-19,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-7181,Urgent,Bottle,CYL,LOCAL,BATCH-77611,63,False,True,2026-09-27,PAL-899,LOC-A17,780,15,659,498.65,106,Box,344610.39,Cardboard,90,166,14,41,95284,13,49.12,"Mccarty, Noble and Flores","502 Tyler Rue Apt. 577, North Jacqueline, LA 74538",Sexton and Sons,581-902-5197,2024-12-13,Quarantine,214.16,LPO-002565
RCPT-002566,WH-A,ORD-002566,TDR-1471,SUP-844,2025-01-27,Pharmaceuticals,Vaccines,Influenza,MED-INF-4380,,Piece,SQR,LOCAL,BATCH-27660,89,False,False,2026-10-17,PAL-572,LOC-A24,857,33,701,288.39,123,Carton,198428.75,Wooden,92,136,45,33,201960,3,3.71,"Weaver, Morris and Reed","66502 Denise Village, East David, NJ 50880",Hurst LLC,001-963-354-1248x8761,2025-01-26,Main,68.08,LPO-002566
RCPT-002567,WH-C,ORD-002567,TDR-5069,SUP-221,2025-03-17,Laboratory,Specimen Containers,Urine,MED-URI-7876,Priority,Vial,RECT,IMPORT,BATCH-18593,93,True,True,2026-12-27,PAL-588,LOC-C5,224,64,147,219.23,13,Box,55576.07,Wooden,41,18,81,31,45198,3,0.9,Davis-Browning,"00868 Robert Manors Apt. 870, North Kathy, CT 30863",Lopez-Bennett,401.937.1684,2025-03-14,Quarantine,333.95,LPO-002567
RCPT-002568,WH-B,ORD-002568,TDR-3814,SUP-737,2024-12-07,Medical Equipment,Diagnostic,BP Monitor,MED-BP -9513,Priority,Vial,RECT,DONATION,BATCH-21486,52,False,True,2027-05-02,PAL-859,LOC-C35,18,3,14,188.58,1,Piece,3888.14,Wooden,32,66,94,25,155100,16,5.22,Gardner-Perkins,"4136 Brandon Prairie Apt. 374, Darrellshire, AS 79082",Young Group,001-665-863-1479x7211,2024-11-30,Main,41.56,LPO-002568
RCPT-002569,WH-A,ORD-002569,TDR-5996,SUP-327,2024-05-29,Medical Equipment,Diagnostic,Stethoscope,MED-STE-3678,Urgent,Box,SQR,LOCAL,BATCH-84894,41,True,True,2027-03-08,PAL-132,LOC-B5,886,98,752,233.15,36,Carton,193655.97,Cardboard,12,170,44,13,97240,18,38.49,"Ayala, James and Kennedy","416 Angela Burgs, South Cathy, ID 19786",Hernandez-Rodriguez,573-349-0146x829,2024-05-23,Main,399.06,LPO-002569
RCPT-002570,WH-A,ORD-002570,TDR-1720,SUP-664,2025-03-08,Medical Equipment,Diagnostic,BP Monitor,MED-BP -7276,Priority,Bottle,CYL,DONATION,BATCH-51767,21,True,False,2027-10-04,PAL-264,LOC-C30,427,105,283,199.37,39,Carton,72190.2,Wooden,19,50,42,22,46200,11,24.88,Thompson Ltd,"USNV Torres, FPO AA 35846",Avila-Flynn,(536)388-1047x3740,2025-03-06,Dispatch,187.15,LPO-002570
RCPT-002571,WH-A,ORD-002571,TDR-4711,SUP-914,2024-08-25,Pharmaceuticals,Vaccines,COVID-19,MED-COV-6396,Refrigerated,Piece,RECT,LOCAL,BATCH-12111,88,False,False,2025-10-31,PAL-933,LOC-C19,342,25,292,412.35,25,Piece,130374.05,Cardboard,86,58,72,30,125280,6,19.14,"Jordan, Ward and Mckee","4072 Beasley Cliff Apt. 096, North David, HI 26219","Aguilar, Wade and Perez",(756)319-9475,2024-08-19,Dispatch,112.61,LPO-002571
RCPT-002572,WH-A,ORD-002572,TDR-5191,SUP-395,2024-06-08,Laboratory,Specimen Containers,Urine,MED-URI-2138,Refrigerated,Bottle,RECT,LOCAL,BATCH-63663,49,False,False,2025-07-23,PAL-269,LOC-B20,690,192,362,72.77,136,Piece,43311.1,Plastic,65,145,64,37,343360,5,7.61,Parsons-Garcia,"17482 Bell Mission, New Krista, CA 86576",Holmes Group,(551)881-2701x94987,2024-06-05,Cold Storage,127.08,LPO-002572
RCPT-002573,WH-A,ORD-002573,TDR-5321,SUP-966,2025-07-07,Laboratory,Test Kits,Malaria,MED-MAL-1847,Priority,Piece,RECT,DONATION,BATCH-84167,53,False,False,2027-03-18,PAL-802,LOC-B12,747,91,537,281.67,119,Piece,185671.42,Wooden,100,186,78,28,406224,6,44.83,Bernard-Lawson,"62378 Dennis River, West Seth, AK 71558",Boyd LLC,5766662671,2025-07-04,Main,106.4,LPO-002573
RCPT-002574,WH-B,ORD-002574,TDR-2292,SUP-905,2025-11-27,Laboratory,Specimen Containers,Blood,MED-BLO-4814,Priority,Bottle,RECT,IMPORT,BATCH-31782,100,False,False,2027-09-19,PAL-744,LOC-C14,652,171,479,50.94,2,Box,34482.65,Cardboard,52,47,65,45,137475,13,42.75,"Porter, Figueroa and Andrade","9612 Gibson Neck, New Mark, AZ 86063","Brown, Taylor and Adkins",2149932907,2025-11-22,Main,380.59,LPO-002574
RCPT-002575,WH-B,ORD-002575,TDR-5258,SUP-329,2025-01-12,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-9845,Priority,Box,SQR,DONATION,BATCH-39110,17,True,True,2025-12-13,PAL-644,LOC-B10,92,23,68,398.11,1,Carton,34466.02,Plastic,69,49,57,39,108927,2,21.11,"Hancock, Bishop and Miller","515 Joseph Points Suite 672, Stevenberg, WA 24657","Deleon, Mack and Brown",587.619.3942,2025-01-11,Main,237.44,LPO-002575
RCPT-002576,WH-A,ORD-002576,TDR-4131,SUP-666,2025-12-03,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-2935,Fragile,Vial,CYL,LOCAL,BATCH-30268,14,False,True,2026-07-25,PAL-412,LOC-B10,944,60,815,413.47,69,Carton,339094.49,Cardboard,38,19,65,23,28405,18,10.45,Morris LLC,"6257 Peter Ways, Georgeside, NC 36571",Norton Ltd,651-332-2006x08340,2025-11-30,Main,239.22,LPO-002576
RCPT-002577,WH-A,ORD-002577,TDR-2714,SUP-388,2025-09-18,Consumables,Bandages,Crepe,MED-CRE-5658,Urgent,Bottle,SQR,LOCAL,BATCH-31608,55,False,True,2027-06-02,PAL-405,LOC-A27,752,177,566,11.44,9,Carton,8570.57,Wooden,94,62,98,17,103292,9,44.74,Evans and Sons,"983 Daniel Plaza, Markmouth, KS 83805","Benitez, Grimes and Morris",663.767.6027,2025-09-14,Main,303.95,LPO-002577
RCPT-002578,WH-B,ORD-002578,TDR-5999,SUP-830,2024-04-01,Medical Equipment,Diagnostic,Stethoscope,MED-STE-1642,Priority,Bottle,SQR,LOCAL,BATCH-44247,21,True,True,2024-12-14,PAL-967,LOC-A48,286,5,248,403.16,33,Piece,97394.71,Plastic,19,116,65,45,339300,1,49.62,Mcpherson LLC,"358 Brandon Valleys, Lake Kevin, LA 31744",Alvarez and Sons,638-351-5801,2024-03-31,Main,344.46,LPO-002578
RCPT-002579,WH-B,ORD-002579,TDR-7406,SUP-861,2024-12-17,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-6702,Refrigerated,Vial,CYL,LOCAL,BATCH-77416,89,False,False,2026-03-10,PAL-905,LOC-C44,926,250,623,31.91,53,Carton,32433.16,Wooden,39,116,81,34,319464,6,12.8,"Taylor, Smith and Chase","850 Robert Village Suite 225, East Gregory, UT 93679","Bridges, Martinez and Hubbard",001-567-209-4838x8300,2024-12-14,Quarantine,63.3,LPO-002579
RCPT-002580,WH-C,ORD-002580,TDR-8900,SUP-223,2025-07-15,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-7168,Priority,Pack,IRR,IMPORT,BATCH-22175,42,True,True,2028-03-31,PAL-278,LOC-C9,301,42,204,368.05,55,Carton,124452.62,Cardboard,61,88,17,48,71808,17,11.05,"Reyes, Shaw and Lamb","82177 Tonya Meadow Apt. 401, Lake Christopherview, GU 05156",Duncan-Shields,(352)357-1190x680,2025-07-11,Main,52.5,LPO-002580
RCPT-002581,WH-A,ORD-002581,TDR-5941,SUP-101,2024-01-05,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-4778,Refrigerated,Bottle,RECT,LOCAL,BATCH-60615,97,True,False,2026-01-08,PAL-893,LOC-C37,88,7,70,238.86,11,Piece,24616.78,Plastic,85,65,90,33,193050,4,3.01,"Sutton, Miller and Salas","322 Young Flat, North Garyhaven, CO 32708",Hines Inc,(548)932-4494x43106,2023-12-29,Cold Storage,289.86,LPO-002581
RCPT-002582,WH-C,ORD-002582,TDR-9903,SUP-934,2025-07-07,Laboratory,Test Kits,Malaria,MED-MAL-7803,Priority,Pack,RECT,IMPORT,BATCH-51267,38,False,False,2028-01-22,PAL-358,LOC-A29,976,62,790,100.67,124,Carton,110242.31,Wooden,48,158,85,43,577490,7,23.43,Carroll LLC,"7085 Marcus Creek, Richardsonberg, IN 12234",Wilcox-Curry,+1-589-864-3321,2025-07-03,Quarantine,260.04,LPO-002582
RCPT-002583,WH-A,ORD-002583,TDR-3183,SUP-729,2024-08-01,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-2023,Priority,Vial,CYL,IMPORT,BATCH-27295,73,False,True,2026-02-10,PAL-519,LOC-C9,719,18,617,109.26,84,Piece,90751.3,Cardboard,49,41,57,16,37392,1,16.64,"Brown, Richardson and Flores","6424 Matthew Cliff Apt. 822, Williamsonland, IL 28855",James-Lawrence,+1-628-287-3410,2024-07-31,Main,202.09,LPO-002583
RCPT-002584,WH-B,ORD-002584,TDR-1543,SUP-158,2024-01-12,Pharmaceuticals,Analgesics,Ibuprofen,MED-IBU-2259,,Box,IRR,DONATION,BATCH-37013,100,True,True,2025-04-30,PAL-877,LOC-B13,617,42,569,490.36,6,Box,327631.44,Cardboard,61,102,34,47,162996,10,46.55,"Quinn, King and Joyce","26033 Blake Vista, East Morgan, WY 80546",Wright-Williams,694-980-1948x3566,2024-01-06,Cold Storage,15.93,LPO-002584
RCPT-002585,WH-B,ORD-002585,TDR-4029,SUP-870,2025-07-13,Consumables,Masks,N95,MED-N95-9831,Fragile,Box,SQR,LOCAL,BATCH-51807,87,False,True,2027-03-27,PAL-795,LOC-A27,137,32,80,4.79,25,Piece,746.62,Wooden,59,11,57,24,15048,2,12.85,Griffin PLC,"USNS Robertson, FPO AA 51270","Steele, Rogers and Brooks",4413549721,2025-07-08,Dispatch,137.73,LPO-002585
RCPT-002586,WH-C,ORD-002586,TDR-5637,SUP-822,2025-04-19,Medical Equipment,Diagnostic,Thermometer,MED-THE-4652,Refrigerated,Bottle,IRR,LOCAL,BATCH-12519,25,False,False,2028-02-01,PAL-884,LOC-A21,189,16,163,82.48,10,Piece,16787.92,Wooden,39,37,16,42,24864,4,2.23,White-Wiggins,"531 Gould Points Suite 630, South Colin, CT 78725",Escobar-Robinson,(922)496-8793x875,2025-04-17,Quarantine,388.58,LPO-002586
RCPT-002587,WH-C,ORD-002587,TDR-9164,SUP-749,2025-02-14,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-7562,Priority,Bottle,RECT,IMPORT,BATCH-27523,59,False,False,2026-03-03,PAL-232,LOC-C16,575,109,441,247.66,25,Piece,160680.27,Plastic,56,90,64,10,57600,13,6.74,Blackburn-George,"73105 Day Motorway, Lake Kennethside, WV 03866",Kelly-Palmer,693-311-1086x02890,2025-02-11,Cold Storage,455.55,LPO-002587
